"No.","Time","Source","Destination","Protocol","Length","Info"
"466","0.750826","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=454928 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 467]"
"467","0.750827","128.135.24.73","10.150.135.113","TLSv1.2","1436","Application Data"
"468","0.750827","128.135.24.73","10.150.135.113","TLSv1.2","1436","Application Data"
"469","0.750828","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=459074 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 482]"
"470","0.750828","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=460456 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 482]"
"471","0.750829","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=461838 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 482]"
"472","0.750830","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=463220 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 482]"
"473","0.750830","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=464602 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 482]"
"474","0.750831","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=465984 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 482]"
"475","0.750831","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=467366 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 482]"
"476","0.750832","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=468748 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 482]"
"477","0.750900","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=66294 Ack=460456 Win=202752 Len=0"
"478","0.750910","10.150.135.113","128.135.24.73","TCP","54","[TCP Window Update] 53786  >  443 [ACK] Seq=66294 Ack=460456 Win=262144 Len=0"
"479","0.750928","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=66294 Ack=470130 Win=262144 Len=0"
"480","0.752328","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=470130 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 482]"
"481","0.752329","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=471512 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 482]"
"482","0.752330","128.135.24.73","10.150.135.113","TLSv1.2","1436","Application Data"
"483","0.752331","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=474276 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 497]"
"484","0.752332","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=475658 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 497]"
"485","0.752333","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=477040 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 497]"
"486","0.752333","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=478422 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 497]"
"487","0.752334","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=479804 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 497]"
"488","0.752335","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=481186 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 497]"
"489","0.752336","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=482568 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 497]"
"490","0.752336","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=483950 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 497]"
"491","0.752337","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=485332 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 497]"
"492","0.752337","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=486714 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 497]"
"493","0.752338","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=488096 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 497]"
"494","0.752714","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=66294 Ack=489478 Win=242816 Len=1382 [TCP PDU reassembled in 496]"
"495","0.752714","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=67676 Ack=489478 Win=242816 Len=1382 [TCP PDU reassembled in 496]"
"496","0.752719","10.150.135.113","128.135.24.73","TLSv1.2","1359","Application Data"
"497","0.753318","128.135.24.73","10.150.135.113","TLSv1.2","1436","Application Data"
"498","0.753319","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=490860 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 509]"
"499","0.753319","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=492242 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 509]"
"500","0.753320","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=493624 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 509]"
"501","0.753321","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=495006 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 509]"
"502","0.753321","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=496388 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 509]"
"503","0.753322","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=497770 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 509]"
"504","0.753322","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [PSH, ACK] Seq=499152 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 509]"
"505","0.753323","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=500534 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 509]"
"506","0.753323","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=501916 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 509]"
"507","0.753324","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=503298 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 509]"
"508","0.753325","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=504680 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 509]"
"509","0.753325","128.135.24.73","10.150.135.113","TLSv1.2","1436","Application Data"
"510","0.753326","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=507444 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 515]"
"511","0.753327","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=508826 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 515]"
"512","0.753327","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=510208 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 515]"
"513","0.753328","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=511590 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 515]"
"514","0.753328","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=512972 Ack=62139 Win=64128 Len=1382 [TCP PDU reassembled in 515]"
"515","0.753329","128.135.24.73","10.150.135.113","TLSv1.2","1346","Application Data"
"516","0.753329","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=515646 Ack=66294 Win=64128 Len=0"
"517","0.753330","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=515646 Ack=66294 Win=64128 Len=1382 [TCP PDU reassembled in 528]"
"518","0.753331","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=517028 Ack=66294 Win=64128 Len=1382 [TCP PDU reassembled in 528]"
"519","0.753331","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=518410 Ack=66294 Win=64128 Len=1382 [TCP PDU reassembled in 528]"
"520","0.753332","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=519792 Ack=66294 Win=64128 Len=1382 [TCP PDU reassembled in 528]"
"521","0.753332","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=521174 Ack=66294 Win=64128 Len=1382 [TCP PDU reassembled in 528]"
"522","0.753333","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=522556 Ack=66294 Win=64128 Len=1382 [TCP PDU reassembled in 528]"
"523","0.753334","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=523938 Ack=66294 Win=64128 Len=1382 [TCP PDU reassembled in 528]"
"524","0.753334","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=525320 Ack=66294 Win=64128 Len=1382 [TCP PDU reassembled in 528]"
"525","0.753335","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=526702 Ack=66294 Win=64128 Len=1382 [TCP PDU reassembled in 528]"
"526","0.753335","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=528084 Ack=66294 Win=64128 Len=1382 [TCP PDU reassembled in 528]"
"527","0.753336","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=529466 Ack=66294 Win=64128 Len=1382 [TCP PDU reassembled in 528]"
"528","0.753336","128.135.24.73","10.150.135.113","TLSv1.2","1009","Application Data"
"529","0.753693","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=70363 Ack=531803 Win=200512 Len=1382 [TCP PDU reassembled in 531]"
"530","0.753694","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=71745 Ack=531803 Win=200512 Len=1382 [TCP PDU reassembled in 531]"
"531","0.753697","10.150.135.113","128.135.24.73","TLSv1.2","1359","Application Data"
"532","0.754624","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=74432 Ack=531803 Win=200512 Len=1382 [TCP PDU reassembled in 534]"
"533","0.754624","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=75814 Ack=531803 Win=200512 Len=1382 [TCP PDU reassembled in 534]"
"534","0.754631","10.150.135.113","128.135.24.73","TLSv1.2","1364","Application Data"
"535","0.754669","10.150.135.113","128.135.24.73","TCP","54","[TCP Window Update] 53786  >  443 [ACK] Seq=78506 Ack=531803 Win=262144 Len=0"
"536","0.757182","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=531803 Ack=69058 Win=69632 Len=0"
"537","0.757183","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=531803 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 548]"
"538","0.757184","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=533185 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 548]"
"539","0.757184","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=534567 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 548]"
"540","0.757185","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=535949 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 548]"
"541","0.757186","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=537331 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 548]"
"542","0.757187","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=538713 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 548]"
"543","0.757187","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=540095 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 548]"
"544","0.757188","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=541477 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 548]"
"545","0.757189","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=542859 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 548]"
"546","0.757190","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=544241 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 548]"
"547","0.757191","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=545623 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 548]"
"548","0.757191","128.135.24.73","10.150.135.113","TLSv1.2","1265","Application Data"
"549","0.757192","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=548216 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 560]"
"550","0.757193","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=549598 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 560]"
"551","0.757194","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=550980 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 560]"
"552","0.757195","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=552362 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 560]"
"553","0.757195","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=553744 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 560]"
"554","0.757196","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=555126 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 560]"
"555","0.757197","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=556508 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 560]"
"556","0.757198","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=557890 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 560]"
"557","0.757198","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=559272 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 560]"
"558","0.757200","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=560654 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 560]"
"559","0.757200","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=562036 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 560]"
"560","0.757201","128.135.24.73","10.150.135.113","TLSv1.2","1265","Application Data"
"561","0.757202","128.135.24.73","10.150.135.113","TLSv1.2","255","Application Data"
"562","0.757203","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=564830 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 573]"
"563","0.757204","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=566212 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 573]"
"564","0.757205","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=567594 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 573]"
"565","0.757205","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=568976 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 573]"
"566","0.757206","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=570358 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 573]"
"567","0.757207","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=571740 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 573]"
"568","0.757208","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=573122 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 573]"
"569","0.757209","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=574504 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 573]"
"570","0.757210","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=575886 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 573]"
"571","0.757211","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=577268 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 573]"
"572","0.757212","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=578650 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 573]"
"573","0.757213","128.135.24.73","10.150.135.113","TLSv1.2","1265","Application Data"
"574","0.757313","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=78506 Ack=547005 Win=246976 Len=0"
"575","0.757404","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=78506 Ack=581243 Win=262144 Len=0"
"576","0.760073","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=581243 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 585]"
"577","0.760074","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=582625 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 585]"
"578","0.760075","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=584007 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 585]"
"579","0.760075","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=585389 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 585]"
"580","0.760076","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=586771 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 585]"
"581","0.760077","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=588153 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 585]"
"582","0.760077","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=589535 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 585]"
"583","0.760078","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=590917 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 585]"
"584","0.760078","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=592299 Ack=70363 Win=72576 Len=1382 [TCP PDU reassembled in 585]"
"585","0.760079","128.135.24.73","10.150.135.113","TLSv1.2","1274","Application Data"
"586","0.760080","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=594901 Ack=73127 Win=78080 Len=0"
"587","0.760080","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=594901 Ack=75814 Win=83968 Len=0"
"588","0.760080","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=594901 Ack=78506 Win=89856 Len=0"
"589","0.760081","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=594901 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 600]"
"590","0.760081","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=596283 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 600]"
"591","0.760082","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=597665 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 600]"
"592","0.760083","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=599047 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 600]"
"593","0.760083","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=600429 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 600]"
"594","0.760084","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=601811 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 600]"
"595","0.760084","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=603193 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 600]"
"596","0.760085","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=604575 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 600]"
"597","0.760085","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=605957 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 600]"
"598","0.760086","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=607339 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 600]"
"599","0.760087","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=608721 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 600]"
"600","0.760087","128.135.24.73","10.150.135.113","TLSv1.2","1265","Application Data"
"601","0.760088","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=611314 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 613]"
"602","0.760088","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=612696 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 613]"
"603","0.760089","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=614078 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 613]"
"604","0.760090","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=615460 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 613]"
"605","0.760090","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=616842 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 613]"
"606","0.760091","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=618224 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 613]"
"607","0.760092","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=619606 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 613]"
"608","0.760181","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=78506 Ack=620988 Win=262144 Len=0"
"609","0.760832","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=620988 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 613]"
"610","0.760832","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=622370 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 613]"
"611","0.760833","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=623752 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 613]"
"612","0.760834","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=625134 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 613]"
"613","0.760834","128.135.24.73","10.150.135.113","TLSv1.2","1265","Application Data"
"614","0.760835","128.135.24.73","10.150.135.113","TLSv1.2","255","Application Data"
"615","0.760835","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=627928 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 626]"
"616","0.760836","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=629310 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 626]"
"617","0.760837","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=630692 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 626]"
"618","0.760837","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=632074 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 626]"
"619","0.760838","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=633456 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 626]"
"620","0.760838","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=634838 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 626]"
"621","0.760839","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=636220 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 626]"
"622","0.760840","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=637602 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 626]"
"623","0.760840","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=638984 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 626]"
"624","0.760841","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=640366 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 626]"
"625","0.760841","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=641748 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 626]"
"626","0.760842","128.135.24.73","10.150.135.113","TLSv1.2","1265","Application Data"
"627","0.760843","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=644341 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 637]"
"628","0.760843","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=645723 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 637]"
"629","0.760844","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=647105 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 637]"
"630","0.760845","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=648487 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 637]"
"631","0.760846","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=649869 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 637]"
"632","0.760846","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=651251 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 637]"
"633","0.760847","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=652633 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 637]"
"634","0.760847","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=654015 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 637]"
"635","0.760848","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=655397 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 637]"
"636","0.760849","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=656779 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 637]"
"637","0.760849","128.135.24.73","10.150.135.113","TLSv1.2","1404","Application Data"
"638","0.760850","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=659511 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 650]"
"639","0.760851","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=660893 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 650]"
"640","0.760851","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=662275 Ack=78506 Win=89856 Len=1382 [TCP PDU reassembled in 650]"
